IT1010,4,
IT1020,4,
IT1030,4,
IT1040,3,
IT1050,2,
IT1060,3,
IT1070,3,
IT1080,3,
IT1090,4,
IT1100,4,
IT2020,4,
IT2030,4,
IT2040,4,
IT2060,4,
IT2010,4,
IT2050,4,
IT2070,4,
IT2080,4,
IT2090,2,
IT2100,1,None
SE3050,3,
SE3060,4,
SE3070,4,
SE3080,3,
IT3050,1,None
SE3010,4,
SE3020,4,
SE3030,4,
SE3040,4,
IT3100,8,None
SE4040,4,
SE4030,4,
IT4130,4,
SE4040,4,
IT4070,2,None
IT4010,16,
,#NAME?,
